Battery Voltage (V),Coolant Temperature (°C),DG State (),Engine Speed (RPM),Generator Avg Frequency (Hz),Generator Avg L-L Voltage (V),Generator Avg L-N Voltage (V),Generator L1 Apparent Power (kVA),Generator L1-L2 Voltage (V),Generator L1-N Voltage (V),Generator L2 Apparent Power (kVA),Generator L2-L3 Voltage (V),Generator L2-N Voltage (V),Generator L3 Apparent Power (kVA),Generator L3-L1 Voltage (V),Generator L3-N Voltage (V),Generator Total Active Power (kW),Generator Total Apparent Power (kVA),Generator Total Reactive Power (kVAR),Load Avg Current (A),Load L1 Current (A),Load L2 Current (A),Load L3 Current (A),Lube Oil Pressure (Bar),Machine Status (),Mains Avg Frequency (Hz),Mains Avg L-L Voltage (V),Mains Avg L-N Voltage (V),Mains L1-L2 Voltage (V),Mains L1-N Voltage (V),Mains L2-L3 Voltage (V),Mains L2-N Voltage (V),Mains L3-L1 Voltage (V),Mains L3-N Voltage (V),Run Hour (Hr),Maintenance
28.36,78.56,0,1498.38,50.03,416.27,240.33,167,415.69,240,161,416.56,240,165,416.56,241,396.65,493,297481.92,687.67,700,674,689,5.1,1,0,0,0,0,0,0,0,0,0,1260.65,1
28.32,78.56,0,1498.75,49.99,416.27,240.33,172,415.69,240,166,416.56,240,171,416.56,241,408.95,508,306709.15,709,719,695,713,5.1,1,0,0,0,0,0,0,0,0,0,1260.65,1
28.32,78.56,0,1499,50.01,416.27,240.33,175,415.69,240,170,416.56,240,174,416.56,241,412.41,518,309304.71,715,726,702,717,5.06,1,0,0,0,0,0,0,0,0,0,1260.65,1
28.29,78.61,0,1498.75,49.92,415.69,240,174,415.69,240,169,415.69,240,174,415.69,240,413.76,517,310318.56,718.33,727,706,722,5.1,1,0,0,0,0,0,0,0,0,0,1260.65,1
28.29,78.78,0,1502.62,49.96,416.27,240.33,171,415.69,240,162,416.56,240,166,416.56,241,392.03,499,294021.16,679.67,697,662,680,5.05,1,0,0,0,0,0,0,0,0,0,1260.65,1
28.32,78.67,0,1500.62,50.07,416.27,240.33,168,415.69,240,162,416.56,240,167,416.56,241,394.92,498,296184.13,684.67,694,672,688,5.06,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.32,78.61,0,1502.62,49.99,416.27,240.33,184,415.69,240,179,416.56,240,183,416.56,241,436.26,547,327183.82,756.33,765,744,760,5,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.32,78.61,0,1501.88,49.96,416.27,240.33,182,415.69,240,177,416.56,240,184,416.56,241,442.99,543,332232.19,768,775,754,775,5.05,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.36,78.67,0,1499.25,50.08,416.27,240.33,172,415.69,240,167,416.56,240,172,416.56,241,407.61,511,305701.2,706.67,713,694,713,5.07,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.36,78.67,0,1499.25,49.92,416.27,240.33,163,415.69,240,158,416.56,240,164,416.56,241,390.88,485,293155.98,677.67,685,664,684,5.07,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.36,78.67,0,1499.88,50.07,416.85,240.67,175,416.56,240,170,417.42,241,176,416.56,241,410.28,521,307719.22,710.33,717,697,717,5.03,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.36,78.78,0,1499.88,49.95,416.85,240.67,174,416.56,240,169,417.42,241,175,416.56,241,415.29,518,311475.11,719,725,706,726,5.03,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.36,78.83,0,1499.62,50.07,416.27,240.33,171,415.69,240,167,416.56,240,172,416.56,241,402.42,510,301807.86,697.67,705,684,704,5.03,1,0,0,0,0,0,0,0,0,0,1260.6,1
28.29,78.83,0,1500.38,49.9,416.27,240.33,172,415.69,240,167,416.56,240,172,416.56,241,409.15,511,306851.9,709.33,716,697,715,5.05,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.29,78.89,0,1503,49.97,416.27,240.33,170,415.69,240,165,416.56,240,169,416.56,241,398,503,298489.86,690,698,678,694,5.03,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.32,78.94,0,1499,50.1,417.42,241,182,417.42,241,173,417.42,241,178,417.42,241,413.94,532,310457.65,715.67,724,704,719,5.03,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.32,78.89,0,1501,49.95,416.27,240.33,179,415.69,240,175,416.56,240,178,416.56,241,431.83,532,323870.15,748.67,758,738,750,5.03,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.36,79.06,0,1497.5,50.07,416.27,240.33,174,415.69,240,169,416.56,240,172,416.56,241,422.22,516,316658.81,732,742,721,733,5.01,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.36,79.17,0,1501.5,49.98,416.85,240.67,172,416.56,241,167,416.56,240,169,417.42,241,406.83,509,305119.98,704.33,716,695,702,5.03,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.32,79.39,0,1499,50.06,416.27,240.33,169,415.69,240,163,416.56,240,165,416.56,241,398.76,497,299065.21,691.33,705,681,688,4.97,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.32,79.67,0,1498.62,49.99,416.27,240.33,174,415.69,240,168,416.56,240,170,416.56,241,408.37,512,306276.55,708,721,697,706,4.96,1,0,0,0,0,0,0,0,0,0,1260.55,1
28.32,79.78,0,1499.62,50.1,416.85,240.67,179,416.56,241,173,416.56,240,175,417.42,241,420.89,527,315664.22,728.67,742,719,725,5,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.29,79.94,0,1499.25,50,416.85,240.67,179,416.56,241,173,416.56,240,176,417.42,241,415.3,528,311475.11,719,729,709,719,4.97,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.29,80.11,0,1498.62,50.03,416.27,240.33,182,415.69,240,177,416.56,240,180,416.56,241,424.33,539,318246.43,735.67,746,726,735,4.91,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.32,80.33,0,1502.75,49.95,416.27,240.33,187,415.69,240,183,416.56,240,185,416.56,241,432.6,555,324445.5,750,755,740,755,4.92,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.32,80.28,0,1497,49.9,415.12,239.67,210,414.83,240,208,414.83,239,212,415.69,240,524.4,630,393299.91,911.67,912,904,919,4.92,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.32,80.28,0,1498.62,49.98,415.69,240,205,415.69,240,202,415.69,240,206,415.69,240,495.74,614,371809.44,860.67,860,850,872,4.93,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.32,80.39,0,1503,50.01,415.69,240,203,415.69,240,201,415.69,240,206,415.69,240,485.95,610,364465.44,843.67,843,833,855,4.91,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.32,80.39,0,1499.25,49.99,415.69,240,203,415.69,240,201,415.69,240,205,415.69,240,485.38,609,364033.44,842.67,840,832,856,4.93,1,0,0,0,0,0,0,0,0,0,1260.5,1
28.36,80.44,0,1501,49.95,415.69,240,192,415.69,240,189,415.69,240,194,415.69,240,458.3,576,343729.44,795.67,796,785,806,4.96,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.36,80.44,0,1498.12,50.03,415.69,240,202,415.69,240,200,415.69,240,205,415.69,240,481.73,607,361294.56,836.33,834,825,850,4.92,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.36,80.44,0,1503.62,50.1,417.42,241,210,417.42,241,207,417.42,241,213,417.42,241,490.87,630,368153.05,848.67,848,839,859,4.91,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.32,80.44,0,1499.88,49.92,415.69,240,212,415.69,240,210,415.69,240,216,415.69,240,509.38,638,382030.56,884.33,881,873,899,4.9,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.32,80.44,0,1496.62,50.02,415.69,240,214,415.69,240,212,415.69,240,217,415.69,240,512.06,643,384048,889,889,878,900,4.87,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.32,80.61,0,1499.62,50.06,415.69,240,199,415.69,240,197,415.69,240,203,415.69,240,482.11,600,361584,837,836,825,850,4.9,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.29,80.56,0,1498.75,49.93,415.69,240,207,415.69,240,204,415.69,240,209,415.69,240,500.93,620,375697.44,869.67,870,858,881,4.93,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.29,80.56,0,1498.38,50.02,415.69,240,203,415.69,240,202,415.69,240,208,415.69,240,503.04,614,377278.56,873.33,870,863,887,4.84,1,0,0,0,0,0,0,0,0,0,1260.45,1
28.29,80.56,0,1500.38,49.98,415.69,240,203,415.69,240,201,415.69,240,207,415.69,240,486.72,611,365040,845,844,835,856,4.91,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.32,80.67,0,1497.88,50,415.69,240,202,415.69,240,200,415.69,240,206,415.69,240,488.06,608,366046.56,847.33,847,838,857,4.92,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.32,80.67,0,1501.88,49.99,415.69,240,195,415.69,240,193,415.69,240,197,415.69,240,469.06,586,351790.56,814.33,815,805,823,4.93,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.4,80.72,0,1502.12,50.04,417.42,241,207,417.42,241,205,417.42,241,210,417.42,241,490.48,622,367862.4,848,847,840,857,4.87,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.36,80.89,0,1503.25,49.97,416.85,240.67,206,416.56,241,204,416.56,240,209,417.42,241,490,618,367501.65,848.33,847,840,858,4.83,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.36,80.89,0,1497.25,50.06,416.27,240.33,205,415.69,240,203,416.56,240,209,416.56,241,489.71,616,367272.31,849,848,840,859,4.92,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.36,81,0,1503.25,50.02,417.42,241,209,417.42,241,206,417.42,241,211,417.42,241,492.03,625,369020.65,850.67,850,839,863,4.9,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.36,81.06,0,1499.5,49.93,416.27,240.33,209,415.69,240,206,416.56,240,212,416.56,241,501.63,627,376214.02,869.67,871,858,880,4.84,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.32,81.22,0,1499.25,49.94,415.69,240,210,415.69,240,209,415.69,240,215,415.69,240,516.86,635,387646.56,897.33,893,887,912,4.85,1,0,0,0,0,0,0,0,0,0,1260.4,1
28.36,81.06,0,1498.38,50.03,415.69,240,215,415.69,240,213,415.69,240,219,415.69,240,525.7,647,394273.44,912.67,910,903,925,4.87,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.36,81.17,0,1504.12,50.05,416.85,240.67,210,416.56,240,209,417.42,241,215,416.56,241,506.56,634,379921.66,877,873,866,892,4.88,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81.17,0,1499.25,49.99,415.69,240,203,415.69,240,201,415.69,240,206,415.69,240,497.66,610,373248,864,861,854,877,4.85,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81.17,0,1498.75,50.06,416.27,240.33,210,415.69,240,209,416.56,240,214,416.56,241,508.56,633,381405.15,881.67,878,872,895,4.84,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.32,81.06,0,1501.5,50.13,417.42,241,220,417.42,241,218,417.42,241,223,417.42,241,528.08,661,396059.4,913,912,904,923,4.88,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81.06,0,1501.88,50.12,417.42,241,220,417.42,241,217,417.42,241,224,417.42,241,526.15,661,394614.85,909.67,909,899,921,4.88,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81.06,0,1500.12,50.02,415.69,240,228,415.69,240,226,415.69,240,232,415.69,240,548.35,686,411264,952,952,940,964,4.81,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81,0,1498.75,50.1,417.42,241,218,417.42,241,215,417.42,241,220,417.42,241,518.25,653,388684.8,896,897,885,906,4.88,1,0,0,0,0,0,0,0,0,0,1260.35,1
28.29,81,0,1503,50.02,417.42,241,220,417.42,241,218,417.42,241,222,417.42,241,524.8,660,393599.75,907.33,908,898,916,4.88,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.32,81,0,1500.38,49.89,415.69,240,226,415.69,240,223,415.69,240,228,415.69,240,552,677,413998.56,958.33,963,945,967,4.88,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.32,80.89,0,1497.5,50.06,415.69,240,221,415.69,240,219,415.69,240,223,415.69,240,533.76,662,400321.44,926.67,927,918,935,4.85,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.36,80.89,0,1502.75,50,416.85,240.67,223,416.56,241,221,416.56,240,225,417.42,241,532.56,669,399415.93,922,923,912,931,4.85,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.36,80.83,0,1501,50,415.69,240,207,415.69,240,205,415.69,240,210,415.69,240,493.63,622,370224,857,857,847,867,4.9,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.36,80.89,0,1500.75,50.13,416.85,240.67,215,416.56,241,213,416.56,240,218,417.42,241,507.91,646,380931.03,879.33,880,869,889,4.88,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.36,80.83,0,1500.75,49.98,416.85,240.67,214,416.56,241,211,416.56,240,216,417.42,241,509.84,640,382377.94,882.67,883,873,892,4.85,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.32,80.83,0,1501.5,50.06,416.27,240.33,216,415.69,240,214,416.56,240,219,416.56,241,511.82,648,383853.63,887.33,887,878,897,4.88,1,0,0,0,0,0,0,0,0,0,1260.3,1
28.36,80.83,0,1500.62,50.01,417.42,241,217,417.42,241,215,417.42,241,220,417.42,241,512.46,652,384346.8,886,886,876,896,4.87,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.83,0,1501.25,49.91,415.69,240,212,415.69,240,210,415.69,240,215,415.69,240,512.64,637,384480,890,890,880,900,4.9,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.29,80.83,0,1499.5,49.98,415.69,240,221,415.69,240,219,415.69,240,224,415.69,240,532.22,665,399168,924,922,915,935,4.87,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.83,0,1500.75,49.96,415.69,240,218,415.69,240,217,415.69,240,222,415.69,240,534.53,657,400896,928,924,920,940,4.85,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.67,0,1500.12,50,416.27,240.33,220,415.69,240,219,416.56,240,224,416.56,241,527.2,663,395390.92,914,911,905,926,4.9,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.61,0,1500.38,49.94,416.85,240.67,220,416.56,241,219,416.56,240,224,417.42,241,528.51,663,396383.49,915,913,906,926,4.92,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.61,0,1503.25,50,417.42,241,220,417.42,241,218,417.42,241,223,417.42,241,521.72,660,391287.6,902,900,893,913,4.9,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.56,0,1500.12,50,415.69,240,219,415.69,240,217,415.69,240,223,415.69,240,528.58,659,396433.44,917.67,916,908,929,4.88,1,0,0,0,0,0,0,0,0,0,1260.25,1
28.32,80.39,0,1499,50.02,415.69,240,219,415.69,240,217,415.69,240,222,415.69,240,522.24,658,391681.44,906.67,907,897,916,4.92,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.36,80.39,0,1499.25,49.96,416.27,240.33,215,415.69,240,212,416.56,240,216,416.56,241,512.78,642,384576.07,889,891,880,896,4.85,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.4,80.39,0,1497.25,50.03,415.69,240,203,415.69,240,201,415.69,240,205,415.69,240,507.26,609,380449.44,880.67,883,871,888,4.94,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.36,80.39,0,1500.12,49.93,415.69,240,210,415.69,240,208,415.69,240,212,415.69,240,504,630,378000,875,877,865,883,4.92,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.32,80.33,0,1500.38,49.98,415.69,240,217,415.69,240,215,415.69,240,220,415.69,240,523.01,652,392256,908,909,898,917,4.9,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.36,80.33,0,1499.25,49.95,415.69,240,212,415.69,240,209,415.69,240,214,415.69,240,514.37,635,385776,893,894,884,901,4.88,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.36,80.28,0,1499.88,50.07,415.69,240,212,415.69,240,209,415.69,240,213,415.69,240,506.5,634,379870.56,879.33,881,870,887,4.96,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.29,80.28,0,1500.75,50,416.27,240.33,209,415.69,240,207,416.56,240,210,416.56,241,501.63,625,376214.02,869.67,871,862,876,4.96,1,0,0,0,0,0,0,0,0,0,1260.2,1
28.32,80.28,0,1500.38,49.93,416.85,240.67,205,416.56,241,202,416.56,240,206,417.42,241,486.54,613,364902.41,842.33,845,834,848,4.88,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.29,80.22,0,1499.62,50.03,416.85,240.67,214,416.56,241,212,416.56,240,215,417.42,241,505.21,641,378912.29,874.67,876,867,881,4.92,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.29,80.11,0,1503,50.16,417.42,241,221,417.42,241,219,417.42,241,222,417.42,241,517.67,662,388251,895,897,887,901,4.97,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.29,80.06,0,1503.25,49.92,416.85,240.67,220,416.56,241,217,416.56,240,222,417.42,241,521.96,659,391475.27,903.67,906,895,910,4.96,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.32,80.06,0,1498.62,50.06,416.27,240.33,220,415.69,240,216,416.56,240,223,416.56,241,526.44,658,394815.57,912.67,913,901,924,4.94,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.29,79.94,0,1501.88,50.15,417.42,241,212,417.42,241,209,417.42,241,214,417.42,241,500.12,636,375093.85,864.67,867,853,874,4.97,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.32,79.83,0,1499.62,49.9,415.69,240,210,415.69,240,208,415.69,240,212,415.69,240,509.95,631,382462.56,885.33,887,876,893,4.97,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.36,79.83,0,1498.75,49.92,415.69,240,210,415.69,240,207,415.69,240,212,415.69,240,525.5,629,394126.56,912.33,912,903,922,4.97,1,0,0,0,0,0,0,0,0,0,1260.15,1
28.36,79.78,0,1498.12,50.1,415.69,240,203,415.69,240,200,415.69,240,205,415.69,240,488.83,608,366625.44,848.67,850,838,858,4.97,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.36,79.72,0,1500.38,49.93,416.85,240.67,202,416.56,240,199,417.42,241,204,416.56,241,482.49,604,361869.97,835.33,836,824,846,4.98,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.36,79.72,0,1499.88,49.93,416.85,240.67,190,416.56,240,186,417.42,241,191,416.56,241,452.64,567,339490.55,783.67,786,771,794,5.03,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.32,79.72,0,1500.38,50.06,417.42,241,194,417.42,241,189,417.42,241,194,417.42,241,457.9,576,343426.45,791.67,798,780,797,5.03,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.32,79.67,0,1503.88,49.93,417.42,241,196,417.42,241,192,417.42,241,197,417.42,241,463.68,585,347764.45,801.67,804,792,809,4.94,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.32,79.67,0,1501.25,50.01,416.27,240.33,199,415.69,240,196,416.56,240,200,416.56,241,475.29,594,356457.46,824,827,814,831,4.96,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.29,79.72,0,1498.75,50.05,415.69,240,185,415.69,240,182,415.69,240,186,415.69,240,459.26,552,344446.56,797.33,801,787,804,5.07,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.29,79.72,0,1503,50,416.27,240.33,192,415.69,240,189,416.56,240,193,416.56,241,453.75,574,340308.72,786.67,797,772,791,5.03,1,0,0,0,0,0,0,0,0,0,1260.1,1
28.32,79.72,0,1498.38,49.98,415.69,240,197,415.69,240,193,415.69,240,197,415.69,240,474.82,586,356110.56,824.33,827,814,832,5.01,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.32,79.67,0,1501,50.06,416.27,240.33,196,415.69,240,193,416.56,240,197,416.56,241,471.64,585,353719.14,817.67,822,807,824,5.03,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.29,79.67,0,1501.5,50,415.69,240,195,415.69,240,192,415.69,240,195,415.69,240,467.71,583,350784,812,817,803,816,5.03,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.29,79.67,0,1498.38,50.04,416.27,240.33,193,415.69,240,190,416.56,240,193,416.56,241,458.75,576,344054.99,795.33,798,788,800,5.05,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.32,79.56,0,1502.38,50.05,416.85,240.67,196,416.56,241,194,416.56,240,197,417.42,241,465.74,588,349306.99,806.33,808,798,813,5.06,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.32,79.56,0,1498.38,50.01,416.27,240.33,204,415.69,240,202,416.56,240,206,416.56,241,487.59,612,365684.69,845.33,847,836,853,5.03,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.36,79.44,0,1501.25,50,416.27,240.33,200,415.69,240,198,416.56,240,202,416.56,241,482.21,600,361648.58,836,836,828,844,5.05,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.36,79.44,0,1500.38,49.99,416.27,240.33,204,415.69,240,201,416.56,240,205,416.56,241,482.6,610,361938.42,836.67,840,826,844,5.03,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.36,79.39,0,1501.88,49.96,417.42,241,194,417.42,241,190,417.42,241,194,417.42,241,460.02,578,345014.15,795.33,801,786,799,5.03,1,0,0,0,0,0,0,0,0,0,1260.05,1
28.32,79.33,0,1498.75,49.97,416.27,240.33,202,415.69,240,199,416.56,240,202,416.56,241,481.82,604,361358.75,835.33,838,828,840,5.03,1,0,0,0,0,0,0,0,0,0,1260,1
28.36,79.17,0,1497.25,49.98,415.69,240,202,415.69,240,198,415.69,240,202,415.69,240,493.82,602,370366.56,857.33,866,845,861,5.03,1,0,0,0,0,0,0,0,0,0,1260,1
28.29,79.22,0,1501.25,49.93,416.27,240.33,185,415.69,240,183,416.56,240,186,416.56,241,445.87,555,334395.16,773,773,766,780,5.03,1,0,0,0,0,0,0,0,0,0,1260,1
28.29,79.17,0,1499.88,50.01,416.27,240.33,170,415.69,240,167,416.56,240,171,416.56,241,405.69,508,304256.34,703.33,704,695,711,5.12,1,0,0,0,0,0,0,0,0,0,1260,1
28.32,79.11,0,1498.62,49.94,416.27,240.33,170,415.69,240,166,416.56,240,170,416.56,241,401.84,506,301375.26,696.67,701,686,703,5.09,1,0,0,0,0,0,0,0,0,0,1260,1
28.32,79.06,0,1499.62,50.04,416.27,240.33,173,415.69,240,170,416.56,240,173,416.56,241,406.45,515,304836.01,704.67,710,696,708,5.13,1,0,0,0,0,0,0,0,0,0,1260,1
28.32,79.06,0,1498.62,49.95,415.69,240,171,415.69,240,168,415.69,240,171,415.69,240,410.88,509,308158.56,713.33,720,703,717,5.07,1,0,0,0,0,0,0,0,0,0,1260,1
28.36,78.94,0,1505.5,50.1,417.42,241,184,417.42,241,181,417.42,241,185,417.42,241,422.23,549,316674,730,732,722,736,5.09,1,0,0,0,0,0,0,0,0,0,1260,1
28.36,78.83,0,1500.62,49.97,416.27,240.33,165,415.69,240,160,416.56,240,165,416.56,241,388.19,490,291135.76,673,679,662,678,4.93,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.36,78.83,0,1501.88,49.95,416.27,240.33,165,415.69,240,159,416.56,240,164,416.56,241,385.88,488,289405.39,669,676,657,674,4.97,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.32,78.67,0,1501,50.07,416.85,240.67,168,416.56,240,164,417.42,241,168,416.56,241,400.46,501,300354.72,693.33,699,681,700,5.1,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.36,78.56,0,1501.88,50.03,416.27,240.33,163,415.69,240,159,416.56,240,162,416.56,241,393.76,485,295318.95,682.67,690,673,685,4.94,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.32,78.5,0,1501.25,50.02,416.27,240.33,166,415.69,240,159,416.56,240,162,416.56,241,391.07,487,293298.73,678,694,664,676,4.94,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.32,78.5,0,1499.88,50.05,417.42,241,147,417.42,241,143,417.42,241,145,417.42,241,347.81,435,260856.95,601.33,610,595,599,5,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.32,78.44,0,1496.62,50.11,415.69,240,148,415.69,240,145,415.69,240,146,415.69,240,359.62,439,269710.56,624.33,636,615,622,5.03,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.32,78.33,0,1497.5,49.95,416.27,240.33,143,415.69,240,139,416.56,240,140,416.56,241,338.2,422,253642.84,586.33,595,580,584,5.03,1,0,0,0,0,0,0,0,0,0,1259.95,1
28.29,78.5,0,1499.5,49.93,416.27,240.33,142,415.69,240,138,416.56,240,140,416.56,241,342.23,420,256671,593.33,602,585,593,5.01,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.29,78.33,0,1499.25,50.01,416.27,240.33,136,415.69,240,131,416.56,240,133,416.56,241,314.74,400,236053.57,545.67,556,537,544,5,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.32,78.33,0,1499.88,49.92,416.27,240.33,144,415.69,240,139,416.56,240,142,416.56,241,333.78,426,250329.17,578.67,589,568,579,5,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.32,78.33,0,1500.62,50,416.27,240.33,147,415.69,240,143,416.56,240,144,416.56,241,342.81,434,257103.59,594.33,602,589,592,5.03,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.32,78.28,0,1502.38,49.94,416.85,240.67,146,416.56,241,143,416.56,240,144,417.42,241,345.41,433,259057.19,598,606,592,596,4.97,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.32,78.22,0,1501.62,50,416.27,240.33,143,415.69,240,139,416.56,240,141,416.56,241,345.69,423,259266.56,599.33,607,593,598,4.98,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.36,78.17,0,1502.75,49.95,416.27,240.33,131,415.69,240,127,416.56,240,129,416.56,241,308.2,388,231147.95,534.33,543,527,533,5.03,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.36,78.06,0,1500.75,50.1,417.42,241,148,417.42,241,140,417.42,241,143,417.42,241,342.22,431,256666.45,591.67,601,583,591,5.03,1,0,0,0,0,0,0,0,0,0,1259.9,1
28.36,78.06,0,1503,50.05,416.85,240.67,145,416.56,241,140,416.56,240,142,417.42,241,340.21,427,255158.33,589,599,580,588,5,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.36,78,0,1500.62,49.93,416.27,240.33,136,415.69,240,132,416.56,240,134,416.56,241,328.97,402,246721.34,570.33,578,563,570,4.98,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.36,78.17,0,1502.38,50.06,417.42,241,125,417.42,241,122,417.42,241,122,417.42,241,290.55,369,217910.75,502.33,511,497,499,5.06,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.32,78.06,0,1501.88,50.01,416.85,240.67,127,416.56,241,124,416.56,240,125,417.42,241,298.43,376,223824.54,516.67,525,511,514,5.06,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.36,78.06,0,1497,50.07,416.27,240.33,142,415.69,240,139,416.56,240,141,416.56,241,336.27,422,252202.3,583,591,576,582,4.98,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.29,78,0,1501,50,416.27,240.33,148,415.69,240,144,416.56,240,145,416.56,241,344.73,437,258548.46,597.67,606,590,597,4.97,1,0,0,0,0,0,0,0,0,0,1259.85,1
28.29,77.94,0,1500.62,49.97,416.27,240.33,147,415.69,240,142,416.56,240,144,416.56,241,352.62,432,264457.69,611.33,622,603,609,5,1,0,0,0,0,0,0,0,0,0,1259.85,1
